"Id","Name","DeveloperName","RelatedId","Type","Email","OwnerId","DoesSendEmailToMembers","DoesIncludeBosses","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp"
"00GfJ000000Ii7eUAC","","DirectorDirectSalesA","00EfJ00000086MqUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7fUAC","","VPMarketingA","00EfJ00000086MrUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7gUAC","","SVPCustomerServiceSupportA","00EfJ00000086MsUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7hUAC","","DirectorChannelSalesA","00EfJ00000086MtUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7iUAC","","CFOA","00EfJ00000086MuUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7jUAC","","WesternSalesTeamA","00EfJ00000086MvUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7kUAC","","CustomerSupportNorthAmericaA","00EfJ00000086MwUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7lUAC","","ChannelSalesTeamA","00EfJ00000086MxUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7mUAC","","MarketingTeamA","00EfJ00000086MyUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7nUAC","","InstallationRepairServicesA","00EfJ00000086MzUAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7oUAC","","EasternSalesTeamA","00EfJ00000086N0UAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7pUAC","","CustomerSupportInternationalA","00EfJ00000086N1UAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7qUAC","","VPInternationalSalesA","00EfJ00000086N2UAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7rUAC","","SVPHumanResourcesA","00EfJ00000086N3UAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7sUAC","","COOA","00EfJ00000086N4UAI","Role","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z"
"00GfJ000000Ii7tUAC","","CEOD","00EfJ00000086MnUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii7uUAC","","SVPSalesMarketingD","00EfJ00000086MoUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii7vUAC","","VPNorthAmericanSalesD","00EfJ00000086MpUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii7wUAC","","DirectorDirectSalesD","00EfJ00000086MqUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii7xUAC","","VPMarketingD","00EfJ00000086MrUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii7yUAC","","SVPCustomerServiceSupportD","00EfJ00000086MsUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii7zUAC","","DirectorChannelSalesD","00EfJ00000086MtUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii80UAC","","CFOD","00EfJ00000086MuUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii81UAC","","WesternSalesTeamD","00EfJ00000086MvUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii82UAC","","CustomerSupportNorthAmericaD","00EfJ00000086MwUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii83UAC","","ChannelSalesTeamD","00EfJ00000086MxUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii84UAC","","MarketingTeamD","00EfJ00000086MyUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii85UAC","","InstallationRepairServicesD","00EfJ00000086MzUAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii86UAC","","EasternSalesTeamD","00EfJ00000086N0UAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii87UAC","","CustomerSupportInternationalD","00EfJ00000086N1UAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii88UAC","","VPInternationalSalesD","00EfJ00000086N2UAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii89UAC","","SVPHumanResourcesD","00EfJ00000086N3UAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000Ii8AUAS","","COOD","00EfJ00000086N4UAI","RoleAndSubordinatesInternal","","00DfJ000002QrbHUAS","false","true","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:37:37.000Z","005fJ000000VX7lQAG","2024-12-11T10:39:41.000Z"
"00GfJ000000aVjdUAE","","AllPartnerUsers","","PRMOrganization","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000000VX7lQAG","2025-01-09T08:59:57.000Z","005fJ000000VX7lQAG","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjeUAE","","CEO","00EfJ00000086MnUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjfUAE","","CFO","00EfJ00000086MuUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjgUAE","","ChannelSalesTeam","00EfJ00000086MxUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjhUAE","","COO","00EfJ00000086N4UAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjiUAE","","CustomerSupportInternational","00EfJ00000086N1UAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjjUAE","","CustomerSupportNorthAmerica","00EfJ00000086MwUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjkUAE","","DirectorChannelSales","00EfJ00000086MtUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjlUAE","","DirectorDirectSales","00EfJ00000086MqUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjmUAE","","EasternSalesTeam","00EfJ00000086N0UAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjnUAE","","InstallationRepairServices","00EfJ00000086MzUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjoUAE","","MarketingTeam","00EfJ00000086MyUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjpUAE","","SVPCustomerServiceSupport","00EfJ00000086MsUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjqUAE","","SVPHumanResources","00EfJ00000086N3UAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjrUAE","","SVPSalesMarketing","00EfJ00000086MoUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjsUAE","","VPInternationalSales","00EfJ00000086N2UAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjtUAE","","VPMarketing","00EfJ00000086MrUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjuUAE","","VPNorthAmericanSales","00EfJ00000086MpUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjvUAE","","WesternSalesTeam","00EfJ00000086MvUAI","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z","005fJ000001FckOQAS","2025-01-09T08:59:57.000Z"
"00GfJ000000aVjwUAE","","AllCustomerPortalUsers","","AllCustomerPortal","","00DfJ000002QrbHUAS","false","true","2025-01-09T08:59:58.000Z","005fJ000000VX7lQAG","2025-01-09T08:59:58.000Z","005fJ000000VX7lQAG","2025-01-09T08:59:58.000Z"
"00GfJ000000aVuvUAE","Timesheet","Timesheet","005fJ000001daBAQAY","GuestUserGroup","","00DfJ000002QrbHUAS","false","true","2025-01-09T09:01:02.000Z","005fJ000001FckOQAS","2025-01-09T09:01:02.000Z","005fJ000001FckOQAS","2025-01-09T09:01:02.000Z"
"00GfJ000000aVuwUAE","Viewer","MC_0ZufJ0000008q7tSAA_0aJfJ0000003j3rUAA","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z"
"00GfJ000000aVuxUAE","Builder","MC_0ZufJ0000008q7tSAA_0aJfJ0000003j3sUAA","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z"
"00GfJ000000aVuyUAE","Publisher","MC_0ZufJ0000008q7tSAA_0aJfJ0000003j3tUAA","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z"
"00GfJ000000aVuzUAE","Experience Admin","MC_0ZufJ0000008q7tSAA_0aJfJ0000003j3uUAA","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z"
"00GfJ000000aVv0UAE","All Roles Group 0ZufJ0000008q7t","MC_0ZufJ0000008q7tSAA","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z","005fJ000001FckOQAS","2025-01-09T09:01:05.000Z"
"00GfJ000000aXwjUAE","","ppawaCustomerPersonAccount","00EfJ000000EmXpUAK","Role","","00DfJ000002QrbHUAS","false","true","2025-01-09T10:15:12.000Z","005fJ000001FckOQAS","2025-01-09T10:15:12.000Z","005fJ000001FckOQAS","2025-01-09T10:15:12.000Z"
"00GfJ000000aXwkUAE","","ppawaCustomerPersonAccount","00EfJ000000EmXpUAK","RoleAndSubordinates","","00DfJ000002QrbHUAS","false","true","2025-01-09T10:15:12.000Z","005fJ000001FckOQAS","2025-01-09T10:15:12.000Z","005fJ000001FckOQAS","2025-01-09T10:15:12.000Z"
"00GfJ000000acBdUAI","Opportunity Public group","Opportunity_Public_group","","Regular","","00DfJ000002QrbHUAS","false","true","2025-01-09T12:08:26.000Z","005fJ000001FckOQAS","2025-01-09T12:08:26.000Z","005fJ000001FckOQAS","2025-01-09T12:09:30.000Z"
"00GfJ000000bSF3UAM","Contact Sharing Group","Contact_Sharing_Group","","Regular","","00DfJ000002QrbHUAS","false","true","2025-01-10T06:22:25.000Z","005fJ000001FckOQAS","2025-01-10T06:22:25.000Z","005fJ000001FckOQAS","2025-01-10T07:03:51.000Z"
"00GfJ000000dj25UAA","External User","External_User","","Regular","","00DfJ000002QrbHUAS","false","true","2025-01-14T14:18:30.000Z","005fJ000000Yw1ZQAS","2025-01-14T14:18:30.000Z","005fJ000000Yw1ZQAS","2025-01-14T14:18:30.000Z"
"00GfJ000000xnZNUAY","Web_To_Lead_Page","Web_To_Lead_Page","005fJ0000036S1aQAE","GuestUserGroup","","00DfJ000002QrbHUAS","false","true","2025-02-12T11:12:51.000Z","005fJ000001FckOQAS","2025-02-12T11:12:51.000Z","005fJ000001FckOQAS","2025-02-12T11:12:51.000Z"
"00GfJ000000xnZOUAY","Viewer","MC_0ZufJ000000DAJJSA4_0aJfJ0000003j3rUAA","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z"
"00GfJ000000xnZPUAY","Builder","MC_0ZufJ000000DAJJSA4_0aJfJ0000003j3sUAA","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z"
"00GfJ000000xnZQUAY","Publisher","MC_0ZufJ000000DAJJSA4_0aJfJ0000003j3tUAA","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z"
"00GfJ000000xnZRUAY","Experience Admin","MC_0ZufJ000000DAJJSA4_0aJfJ0000003j3uUAA","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z"
"00GfJ000000xnZSUAY","All Roles Group 0ZufJ000000DAJJ","MC_0ZufJ000000DAJJSA4","","ManagedContentSpaceRole","","00DfJ000002QrbHUAS","false","false","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z","005fJ000001FckOQAS","2025-02-12T11:12:55.000Z"
